split_type,split_id,sample_id,accident_class,test_severity,nearest_train_severity,nearest_severity_gap
severity_blocked,high_block,LOCA_68,LOCA,68.0,48.0,20.0
severity_blocked,high_block,LOCA_69,LOCA,69.0,48.0,21.0
severity_blocked,high_block,LOCA_70,LOCA,70.0,48.0,22.0
severity_blocked,high_block,LOCA_71,LOCA,71.0,48.0,23.0
severity_blocked,high_block,LOCA_72,LOCA,72.0,48.0,24.0
severity_blocked,high_block,LOCA_73,LOCA,73.0,48.0,25.0
severity_blocked,high_block,LOCA_74,LOCA,74.0,48.0,26.0
severity_blocked,high_block,LOCA_75,LOCA,75.0,48.0,27.0
severity_blocked,high_block,LOCA_76,LOCA,76.0,48.0,28.0
severity_blocked,high_block,LOCA_77,LOCA,77.0,48.0,29.0
severity_blocked,high_block,LOCAC_64,LOCAC,64.0,50.0,14.0
severity_blocked,high_block,LOCAC_65,LOCAC,65.0,50.0,15.0
severity_blocked,high_block,LOCAC_66,LOCAC,66.0,50.0,16.0
severity_blocked,high_block,LOCAC_67,LOCAC,67.0,50.0,17.0
severity_blocked,high_block,LOCAC_68,LOCAC,68.0,50.0,18.0
severity_blocked,high_block,LOCAC_69,LOCAC,69.0,50.0,19.0
severity_blocked,high_block,LOCAC_70,LOCAC,70.0,50.0,20.0
severity_blocked,high_block,LOCAC_71,LOCAC,71.0,50.0,21.0
severity_blocked,high_block,LOCAC_72,LOCAC,72.0,50.0,22.0
severity_blocked,high_block,LOCAC_73,LOCAC,73.0,50.0,23.0
severity_blocked,high_block,LOCAC_74,LOCAC,74.0,50.0,24.0
severity_blocked,high_block,LOCAC_75,LOCAC,75.0,50.0,25.0
severity_blocked,high_block,LOCAC_76,LOCAC,76.0,50.0,26.0
severity_blocked,high_block,LOCAC_77,LOCAC,77.0,50.0,27.0
severity_blocked,high_block,LOCAC_78,LOCAC,78.0,50.0,28.0
severity_blocked,high_block,LOCAC_79,LOCAC,79.0,50.0,29.0
severity_blocked,high_block,LR_94,LR,94.0,86.0,8.0
severity_blocked,high_block,LR_95,LR,95.0,86.0,9.0
severity_blocked,high_block,LR_96,LR,96.0,86.0,10.0
severity_blocked,high_block,LR_97,LR,97.0,86.0,11.0
severity_blocked,high_block,LR_98,LR,98.0,86.0,12.0
severity_blocked,high_block,LR_99,LR,99.0,86.0,13.0
severity_blocked,high_block,RI_-7,RI,-7.0,-14.0,7.0
severity_blocked,high_block,RI_-6,RI,-6.0,-14.0,8.0
severity_blocked,high_block,RI_-5,RI,-5.0,-14.0,9.0
severity_blocked,high_block,RI_-4,RI,-4.0,-14.0,10.0
severity_blocked,high_block,RI_-3,RI,-3.0,-14.0,11.0
severity_blocked,high_block,RI_-2,RI,-2.0,-14.0,12.0
severity_blocked,high_block,RI_-1,RI,-1.0,-14.0,13.0
severity_blocked,high_block,SGATR_92,SGATR,92.0,83.0,9.0
severity_blocked,high_block,SGATR_93,SGATR,93.0,83.0,10.0
severity_blocked,high_block,SGATR_94,SGATR,94.0,83.0,11.0
severity_blocked,high_block,SGATR_95,SGATR,95.0,83.0,12.0
severity_blocked,high_block,SGATR_96,SGATR,96.0,83.0,13.0
severity_blocked,high_block,SGATR_97,SGATR,97.0,83.0,14.0
severity_blocked,high_block,SGATR_98,SGATR,98.0,83.0,15.0
severity_blocked,high_block,SGATR_99,SGATR,99.0,83.0,16.0
severity_blocked,high_block,SGATR_100,SGATR,100.0,83.0,17.0
severity_blocked,high_block,SGBTR_100,SGBTR,100.0,90.0,10.0
severity_blocked,high_block,SGBTR_101,SGBTR,101.0,90.0,11.0
severity_blocked,high_block,SGBTR_102,SGBTR,102.0,90.0,12.0
severity_blocked,high_block,SGBTR_103,SGBTR,103.0,90.0,13.0
severity_blocked,high_block,SGBTR_104,SGBTR,104.0,90.0,14.0
severity_blocked,high_block,SGBTR_105,SGBTR,105.0,90.0,15.0
severity_blocked,high_block,SGBTR_106,SGBTR,106.0,90.0,16.0
severity_blocked,high_block,SGBTR_107,SGBTR,107.0,90.0,17.0
severity_blocked,high_block,SGBTR_108,SGBTR,108.0,90.0,18.0
severity_blocked,high_block,SGBTR_109,SGBTR,109.0,90.0,19.0
severity_blocked,high_block,SGBTR_110,SGBTR,110.0,90.0,20.0
severity_blocked,high_block,SLBIC_84,SLBIC,84.0,68.0,16.0
severity_blocked,high_block,SLBIC_85,SLBIC,85.0,68.0,17.0
severity_blocked,high_block,SLBIC_86,SLBIC,86.0,68.0,18.0
severity_blocked,high_block,SLBIC_87,SLBIC,87.0,68.0,19.0
severity_blocked,high_block,SLBIC_88,SLBIC,88.0,68.0,20.0
severity_blocked,high_block,SLBIC_89,SLBIC,89.0,68.0,21.0
severity_blocked,high_block,SLBIC_90,SLBIC,90.0,68.0,22.0
severity_blocked,high_block,SLBIC_91,SLBIC,91.0,68.0,23.0
severity_blocked,high_block,SLBIC_92,SLBIC,92.0,68.0,24.0
severity_blocked,high_block,SLBIC_93,SLBIC,93.0,68.0,25.0
severity_blocked,high_block,SLBIC_94,SLBIC,94.0,68.0,26.0
severity_blocked,high_block,SLBIC_95,SLBIC,95.0,68.0,27.0
severity_blocked,high_block,SLBIC_96,SLBIC,96.0,68.0,28.0
severity_blocked,high_block,SLBIC_97,SLBIC,97.0,68.0,29.0
severity_blocked,high_block,SLBIC_98,SLBIC,98.0,68.0,30.0
severity_blocked,high_block,SLBIC_99,SLBIC,99.0,68.0,31.0
severity_blocked,high_block,SLBIC_100,SLBIC,100.0,68.0,32.0
severity_blocked,high_block,SLBIC_101,SLBIC,101.0,68.0,33.0
severity_extrapolation,low_train_to_high_test,FLB_81,FLB,81.0,63.0,18.0
severity_extrapolation,low_train_to_high_test,FLB_82,FLB,82.0,63.0,19.0
severity_extrapolation,low_train_to_high_test,FLB_83,FLB,83.0,63.0,20.0
severity_extrapolation,low_train_to_high_test,FLB_84,FLB,84.0,63.0,21.0
severity_extrapolation,low_train_to_high_test,FLB_85,FLB,85.0,63.0,22.0
severity_extrapolation,low_train_to_high_test,FLB_86,FLB,86.0,63.0,23.0
severity_extrapolation,low_train_to_high_test,FLB_87,FLB,87.0,63.0,24.0
severity_extrapolation,low_train_to_high_test,FLB_88,FLB,88.0,63.0,25.0
severity_extrapolation,low_train_to_high_test,FLB_89,FLB,89.0,63.0,26.0
severity_extrapolation,low_train_to_high_test,FLB_90,FLB,90.0,63.0,27.0
severity_extrapolation,low_train_to_high_test,FLB_91,FLB,91.0,63.0,28.0
severity_extrapolation,low_train_to_high_test,FLB_92,FLB,92.0,63.0,29.0
severity_extrapolation,low_train_to_high_test,FLB_93,FLB,93.0,63.0,30.0
severity_extrapolation,low_train_to_high_test,FLB_94,FLB,94.0,63.0,31.0
severity_extrapolation,low_train_to_high_test,FLB_95,FLB,95.0,63.0,32.0
severity_extrapolation,low_train_to_high_test,FLB_96,FLB,96.0,63.0,33.0
severity_extrapolation,low_train_to_high_test,FLB_97,FLB,97.0,63.0,34.0
severity_extrapolation,low_train_to_high_test,FLB_98,FLB,98.0,63.0,35.0
severity_extrapolation,low_train_to_high_test,FLB_99,FLB,99.0,63.0,36.0
severity_extrapolation,low_train_to_high_test,FLB_100,FLB,100.0,63.0,37.0
severity_extrapolation,low_train_to_high_test,LOCA_62,LOCA,62.0,48.0,14.0
severity_extrapolation,low_train_to_high_test,LOCA_63,LOCA,63.0,48.0,15.0
severity_extrapolation,low_train_to_high_test,LOCA_64,LOCA,64.0,48.0,16.0
severity_extrapolation,low_train_to_high_test,LOCA_65,LOCA,65.0,48.0,17.0
severity_extrapolation,low_train_to_high_test,LOCA_66,LOCA,66.0,48.0,18.0
severity_extrapolation,low_train_to_high_test,LOCA_67,LOCA,67.0,48.0,19.0
severity_extrapolation,low_train_to_high_test,LOCA_68,LOCA,68.0,48.0,20.0
severity_extrapolation,low_train_to_high_test,LOCA_69,LOCA,69.0,48.0,21.0
severity_extrapolation,low_train_to_high_test,LOCA_70,LOCA,70.0,48.0,22.0
severity_extrapolation,low_train_to_high_test,LOCA_71,LOCA,71.0,48.0,23.0
severity_extrapolation,low_train_to_high_test,LOCA_72,LOCA,72.0,48.0,24.0
severity_extrapolation,low_train_to_high_test,LOCA_73,LOCA,73.0,48.0,25.0
severity_extrapolation,low_train_to_high_test,LOCA_74,LOCA,74.0,48.0,26.0
severity_extrapolation,low_train_to_high_test,LOCA_75,LOCA,75.0,48.0,27.0
severity_extrapolation,low_train_to_high_test,LOCA_76,LOCA,76.0,48.0,28.0
severity_extrapolation,low_train_to_high_test,LOCA_77,LOCA,77.0,48.0,29.0
severity_extrapolation,low_train_to_high_test,LOCAC_64,LOCAC,64.0,50.0,14.0
severity_extrapolation,low_train_to_high_test,LOCAC_65,LOCAC,65.0,50.0,15.0
severity_extrapolation,low_train_to_high_test,LOCAC_66,LOCAC,66.0,50.0,16.0
severity_extrapolation,low_train_to_high_test,LOCAC_67,LOCAC,67.0,50.0,17.0
severity_extrapolation,low_train_to_high_test,LOCAC_68,LOCAC,68.0,50.0,18.0
severity_extrapolation,low_train_to_high_test,LOCAC_69,LOCAC,69.0,50.0,19.0
severity_extrapolation,low_train_to_high_test,LOCAC_70,LOCAC,70.0,50.0,20.0
severity_extrapolation,low_train_to_high_test,LOCAC_71,LOCAC,71.0,50.0,21.0
severity_extrapolation,low_train_to_high_test,LOCAC_72,LOCAC,72.0,50.0,22.0
severity_extrapolation,low_train_to_high_test,LOCAC_73,LOCAC,73.0,50.0,23.0
severity_extrapolation,low_train_to_high_test,LOCAC_74,LOCAC,74.0,50.0,24.0
severity_extrapolation,low_train_to_high_test,LOCAC_75,LOCAC,75.0,50.0,25.0
severity_extrapolation,low_train_to_high_test,LOCAC_76,LOCAC,76.0,50.0,26.0
severity_extrapolation,low_train_to_high_test,LOCAC_77,LOCAC,77.0,50.0,27.0
severity_extrapolation,low_train_to_high_test,LOCAC_78,LOCAC,78.0,50.0,28.0
severity_extrapolation,low_train_to_high_test,LOCAC_79,LOCAC,79.0,50.0,29.0
severity_extrapolation,low_train_to_high_test,LR_94,LR,94.0,86.0,8.0
severity_extrapolation,low_train_to_high_test,LR_95,LR,95.0,86.0,9.0
severity_extrapolation,low_train_to_high_test,LR_96,LR,96.0,86.0,10.0
severity_extrapolation,low_train_to_high_test,LR_97,LR,97.0,86.0,11.0
severity_extrapolation,low_train_to_high_test,LR_98,LR,98.0,86.0,12.0
severity_extrapolation,low_train_to_high_test,LR_99,LR,99.0,86.0,13.0
severity_extrapolation,low_train_to_high_test,RI_-7,RI,-7.0,-14.0,7.0
severity_extrapolation,low_train_to_high_test,RI_-6,RI,-6.0,-14.0,8.0
severity_extrapolation,low_train_to_high_test,RI_-5,RI,-5.0,-14.0,9.0
severity_extrapolation,low_train_to_high_test,RI_-4,RI,-4.0,-14.0,10.0
severity_extrapolation,low_train_to_high_test,RI_-3,RI,-3.0,-14.0,11.0
severity_extrapolation,low_train_to_high_test,RI_-2,RI,-2.0,-14.0,12.0
severity_extrapolation,low_train_to_high_test,RI_-1,RI,-1.0,-14.0,13.0
severity_extrapolation,low_train_to_high_test,SGATR_92,SGATR,92.0,83.0,9.0
severity_extrapolation,low_train_to_high_test,SGATR_93,SGATR,93.0,83.0,10.0
severity_extrapolation,low_train_to_high_test,SGATR_94,SGATR,94.0,83.0,11.0
severity_extrapolation,low_train_to_high_test,SGATR_95,SGATR,95.0,83.0,12.0
severity_extrapolation,low_train_to_high_test,SGATR_96,SGATR,96.0,83.0,13.0
severity_extrapolation,low_train_to_high_test,SGATR_97,SGATR,97.0,83.0,14.0
severity_extrapolation,low_train_to_high_test,SGATR_98,SGATR,98.0,83.0,15.0
severity_extrapolation,low_train_to_high_test,SGATR_99,SGATR,99.0,83.0,16.0
severity_extrapolation,low_train_to_high_test,SGATR_100,SGATR,100.0,83.0,17.0
severity_extrapolation,low_train_to_high_test,SGBTR_100,SGBTR,100.0,90.0,10.0
severity_extrapolation,low_train_to_high_test,SGBTR_101,SGBTR,101.0,90.0,11.0
severity_extrapolation,low_train_to_high_test,SGBTR_102,SGBTR,102.0,90.0,12.0
severity_extrapolation,low_train_to_high_test,SGBTR_103,SGBTR,103.0,90.0,13.0
severity_extrapolation,low_train_to_high_test,SGBTR_104,SGBTR,104.0,90.0,14.0
severity_extrapolation,low_train_to_high_test,SGBTR_105,SGBTR,105.0,90.0,15.0
severity_extrapolation,low_train_to_high_test,SGBTR_106,SGBTR,106.0,90.0,16.0
severity_extrapolation,low_train_to_high_test,SGBTR_107,SGBTR,107.0,90.0,17.0
severity_extrapolation,low_train_to_high_test,SGBTR_108,SGBTR,108.0,90.0,18.0
severity_extrapolation,low_train_to_high_test,SGBTR_109,SGBTR,109.0,90.0,19.0
severity_extrapolation,low_train_to_high_test,SGBTR_110,SGBTR,110.0,90.0,20.0
severity_extrapolation,low_train_to_high_test,SLBIC_84,SLBIC,84.0,68.0,16.0
severity_extrapolation,low_train_to_high_test,SLBIC_85,SLBIC,85.0,68.0,17.0
severity_extrapolation,low_train_to_high_test,SLBIC_86,SLBIC,86.0,68.0,18.0
severity_extrapolation,low_train_to_high_test,SLBIC_87,SLBIC,87.0,68.0,19.0
severity_extrapolation,low_train_to_high_test,SLBIC_88,SLBIC,88.0,68.0,20.0
severity_extrapolation,low_train_to_high_test,SLBIC_89,SLBIC,89.0,68.0,21.0
severity_extrapolation,low_train_to_high_test,SLBIC_90,SLBIC,90.0,68.0,22.0
severity_extrapolation,low_train_to_high_test,SLBIC_91,SLBIC,91.0,68.0,23.0
severity_extrapolation,low_train_to_high_test,SLBIC_92,SLBIC,92.0,68.0,24.0
severity_extrapolation,low_train_to_high_test,SLBIC_93,SLBIC,93.0,68.0,25.0
severity_extrapolation,low_train_to_high_test,SLBIC_94,SLBIC,94.0,68.0,26.0
severity_extrapolation,low_train_to_high_test,SLBIC_95,SLBIC,95.0,68.0,27.0
severity_extrapolation,low_train_to_high_test,SLBIC_96,SLBIC,96.0,68.0,28.0
severity_extrapolation,low_train_to_high_test,SLBIC_97,SLBIC,97.0,68.0,29.0
severity_extrapolation,low_train_to_high_test,SLBIC_98,SLBIC,98.0,68.0,30.0
severity_extrapolation,low_train_to_high_test,SLBIC_99,SLBIC,99.0,68.0,31.0
severity_extrapolation,low_train_to_high_test,SLBIC_100,SLBIC,100.0,68.0,32.0
severity_extrapolation,low_train_to_high_test,SLBIC_101,SLBIC,101.0,68.0,33.0
severity_extrapolation,high_train_to_low_test,FLB_2,FLB,2.0,39.0,37.0
severity_extrapolation,high_train_to_low_test,FLB_3,FLB,3.0,39.0,36.0
severity_extrapolation,high_train_to_low_test,FLB_4,FLB,4.0,39.0,35.0
severity_extrapolation,high_train_to_low_test,FLB_5,FLB,5.0,39.0,34.0
severity_extrapolation,high_train_to_low_test,FLB_6,FLB,6.0,39.0,33.0
severity_extrapolation,high_train_to_low_test,FLB_7,FLB,7.0,39.0,32.0
severity_extrapolation,high_train_to_low_test,FLB_8,FLB,8.0,39.0,31.0
severity_extrapolation,high_train_to_low_test,FLB_9,FLB,9.0,39.0,30.0
severity_extrapolation,high_train_to_low_test,FLB_10,FLB,10.0,39.0,29.0
severity_extrapolation,high_train_to_low_test,FLB_11,FLB,11.0,39.0,28.0
severity_extrapolation,high_train_to_low_test,FLB_12,FLB,12.0,39.0,27.0
severity_extrapolation,high_train_to_low_test,FLB_13,FLB,13.0,39.0,26.0
severity_extrapolation,high_train_to_low_test,FLB_14,FLB,14.0,39.0,25.0
severity_extrapolation,high_train_to_low_test,FLB_15,FLB,15.0,39.0,24.0
severity_extrapolation,high_train_to_low_test,FLB_16,FLB,16.0,39.0,23.0
severity_extrapolation,high_train_to_low_test,FLB_17,FLB,17.0,39.0,22.0
severity_extrapolation,high_train_to_low_test,FLB_18,FLB,18.0,39.0,21.0
severity_extrapolation,high_train_to_low_test,FLB_19,FLB,19.0,39.0,20.0
severity_extrapolation,high_train_to_low_test,FLB_20,FLB,20.0,39.0,19.0
severity_extrapolation,high_train_to_low_test,FLB_21,FLB,21.0,39.0,18.0
severity_extrapolation,high_train_to_low_test,LOCA_1,LOCA,1.0,30.0,29.0
severity_extrapolation,high_train_to_low_test,LOCA_2,LOCA,2.0,30.0,28.0
severity_extrapolation,high_train_to_low_test,LOCA_3,LOCA,3.0,30.0,27.0
severity_extrapolation,high_train_to_low_test,LOCA_4,LOCA,4.0,30.0,26.0
severity_extrapolation,high_train_to_low_test,LOCA_5,LOCA,5.0,30.0,25.0
severity_extrapolation,high_train_to_low_test,LOCA_6,LOCA,6.0,30.0,24.0
severity_extrapolation,high_train_to_low_test,LOCA_7,LOCA,7.0,30.0,23.0
severity_extrapolation,high_train_to_low_test,LOCA_8,LOCA,8.0,30.0,22.0
severity_extrapolation,high_train_to_low_test,LOCA_9,LOCA,9.0,30.0,21.0
severity_extrapolation,high_train_to_low_test,LOCA_10,LOCA,10.0,30.0,20.0
severity_extrapolation,high_train_to_low_test,LOCA_11,LOCA,11.0,30.0,19.0
severity_extrapolation,high_train_to_low_test,LOCA_12,LOCA,12.0,30.0,18.0
severity_extrapolation,high_train_to_low_test,LOCA_13,LOCA,13.0,30.0,17.0
severity_extrapolation,high_train_to_low_test,LOCA_14,LOCA,14.0,30.0,16.0
severity_extrapolation,high_train_to_low_test,LOCA_15,LOCA,15.0,30.0,15.0
severity_extrapolation,high_train_to_low_test,LOCA_16,LOCA,16.0,30.0,14.0
severity_extrapolation,high_train_to_low_test,LOCAC_1,LOCAC,1.0,30.0,29.0
severity_extrapolation,high_train_to_low_test,LOCAC_2,LOCAC,2.0,30.0,28.0
severity_extrapolation,high_train_to_low_test,LOCAC_3,LOCAC,3.0,30.0,27.0
severity_extrapolation,high_train_to_low_test,LOCAC_4,LOCAC,4.0,30.0,26.0
severity_extrapolation,high_train_to_low_test,LOCAC_5,LOCAC,5.0,30.0,25.0
severity_extrapolation,high_train_to_low_test,LOCAC_6,LOCAC,6.0,30.0,24.0
severity_extrapolation,high_train_to_low_test,LOCAC_7,LOCAC,7.0,30.0,23.0
severity_extrapolation,high_train_to_low_test,LOCAC_8,LOCAC,8.0,30.0,22.0
severity_extrapolation,high_train_to_low_test,LOCAC_9,LOCAC,9.0,30.0,21.0
severity_extrapolation,high_train_to_low_test,LOCAC_10,LOCAC,10.0,30.0,20.0
severity_extrapolation,high_train_to_low_test,LOCAC_11,LOCAC,11.0,30.0,19.0
severity_extrapolation,high_train_to_low_test,LOCAC_12,LOCAC,12.0,30.0,18.0
severity_extrapolation,high_train_to_low_test,LOCAC_13,LOCAC,13.0,30.0,17.0
severity_extrapolation,high_train_to_low_test,LOCAC_14,LOCAC,14.0,30.0,16.0
severity_extrapolation,high_train_to_low_test,LOCAC_15,LOCAC,15.0,30.0,15.0
severity_extrapolation,high_train_to_low_test,LOCAC_16,LOCAC,16.0,30.0,14.0
severity_extrapolation,high_train_to_low_test,LR_70,LR,70.0,81.0,11.0
severity_extrapolation,high_train_to_low_test,LR_71,LR,71.0,81.0,10.0
severity_extrapolation,high_train_to_low_test,LR_72,LR,72.0,81.0,9.0
severity_extrapolation,high_train_to_low_test,LR_73,LR,73.0,81.0,8.0
severity_extrapolation,high_train_to_low_test,LR_74,LR,74.0,81.0,7.0
severity_extrapolation,high_train_to_low_test,LR_75,LR,75.0,81.0,6.0
severity_extrapolation,high_train_to_low_test,RI_-35,RI,-35.0,-21.0,14.0
severity_extrapolation,high_train_to_low_test,RI_-34,RI,-34.0,-21.0,13.0
severity_extrapolation,high_train_to_low_test,RI_-33,RI,-33.0,-21.0,12.0
severity_extrapolation,high_train_to_low_test,RI_-32,RI,-32.0,-21.0,11.0
severity_extrapolation,high_train_to_low_test,RI_-31,RI,-31.0,-21.0,10.0
severity_extrapolation,high_train_to_low_test,RI_-30,RI,-30.0,-21.0,9.0
severity_extrapolation,high_train_to_low_test,RI_-29,RI,-29.0,-21.0,8.0
severity_extrapolation,high_train_to_low_test,SGATR_57,SGATR,57.0,74.0,17.0
severity_extrapolation,high_train_to_low_test,SGATR_58,SGATR,58.0,74.0,16.0
severity_extrapolation,high_train_to_low_test,SGATR_59,SGATR,59.0,74.0,15.0
severity_extrapolation,high_train_to_low_test,SGATR_60,SGATR,60.0,74.0,14.0
severity_extrapolation,high_train_to_low_test,SGATR_61,SGATR,61.0,74.0,13.0
severity_extrapolation,high_train_to_low_test,SGATR_62,SGATR,62.0,74.0,12.0
severity_extrapolation,high_train_to_low_test,SGATR_63,SGATR,63.0,74.0,11.0
severity_extrapolation,high_train_to_low_test,SGATR_64,SGATR,64.0,74.0,10.0
severity_extrapolation,high_train_to_low_test,SGATR_65,SGATR,65.0,74.0,9.0
severity_extrapolation,high_train_to_low_test,SGBTR_57,SGBTR,57.0,77.0,20.0
severity_extrapolation,high_train_to_low_test,SGBTR_58,SGBTR,58.0,77.0,19.0
severity_extrapolation,high_train_to_low_test,SGBTR_59,SGBTR,59.0,77.0,18.0
severity_extrapolation,high_train_to_low_test,SGBTR_60,SGBTR,60.0,77.0,17.0
severity_extrapolation,high_train_to_low_test,SGBTR_61,SGBTR,61.0,77.0,16.0
severity_extrapolation,high_train_to_low_test,SGBTR_62,SGBTR,62.0,77.0,15.0
severity_extrapolation,high_train_to_low_test,SGBTR_63,SGBTR,63.0,77.0,14.0
severity_extrapolation,high_train_to_low_test,SGBTR_64,SGBTR,64.0,77.0,13.0
severity_extrapolation,high_train_to_low_test,SGBTR_65,SGBTR,65.0,77.0,12.0
severity_extrapolation,high_train_to_low_test,SGBTR_66,SGBTR,66.0,77.0,11.0
severity_extrapolation,high_train_to_low_test,SGBTR_67,SGBTR,67.0,77.0,10.0
severity_extrapolation,high_train_to_low_test,SLBIC_14,SLBIC,14.0,47.0,33.0
severity_extrapolation,high_train_to_low_test,SLBIC_15,SLBIC,15.0,47.0,32.0
severity_extrapolation,high_train_to_low_test,SLBIC_16,SLBIC,16.0,47.0,31.0
severity_extrapolation,high_train_to_low_test,SLBIC_17,SLBIC,17.0,47.0,30.0
severity_extrapolation,high_train_to_low_test,SLBIC_18,SLBIC,18.0,47.0,29.0
severity_extrapolation,high_train_to_low_test,SLBIC_19,SLBIC,19.0,47.0,28.0
severity_extrapolation,high_train_to_low_test,SLBIC_20,SLBIC,20.0,47.0,27.0
severity_extrapolation,high_train_to_low_test,SLBIC_21,SLBIC,21.0,47.0,26.0
severity_extrapolation,high_train_to_low_test,SLBIC_22,SLBIC,22.0,47.0,25.0
severity_extrapolation,high_train_to_low_test,SLBIC_23,SLBIC,23.0,47.0,24.0
severity_extrapolation,high_train_to_low_test,SLBIC_24,SLBIC,24.0,47.0,23.0
severity_extrapolation,high_train_to_low_test,SLBIC_25,SLBIC,25.0,47.0,22.0
severity_extrapolation,high_train_to_low_test,SLBIC_26,SLBIC,26.0,47.0,21.0
severity_extrapolation,high_train_to_low_test,SLBIC_27,SLBIC,27.0,47.0,20.0
severity_extrapolation,high_train_to_low_test,SLBIC_28,SLBIC,28.0,47.0,19.0
severity_extrapolation,high_train_to_low_test,SLBIC_29,SLBIC,29.0,47.0,18.0
severity_extrapolation,high_train_to_low_test,SLBIC_30,SLBIC,30.0,47.0,17.0
severity_extrapolation,high_train_to_low_test,SLBIC_31,SLBIC,31.0,47.0,16.0
