sample_id,accident_class,operation_csv,transient_report,report_exists,report_line_count,injection_s,injection_event,scram_s,scram_event,hpi_pump_1_s,hpi_pump_1_event,hpi_pump_2_s,hpi_pump_2_event,hpsi_start_s,hpsi_start_event,first_protection_s,first_protection_event,event_parse_ok
SGBTR_9,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/9.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/9Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 09.0 %,,,,,,,,,,,True
SGBTR_10,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/10.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/10Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 10.0 %,,,,,,,,,,,True
SGBTR_11,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/11.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/11Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 11.0 %,,,,,,,,,,,True
SGBTR_12,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/12.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/12Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 12.0 %,,,,,,,,,,,True
SGBTR_13,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/13.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/13Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 13.0 %,,,,,,,,,,,True
SGBTR_14,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/14.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/14Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 14.0 %,,,,,,,,,,,True
SGBTR_15,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/15.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/15Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 15.0 %,,,,,,,,,,,True
SGBTR_16,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/16.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/16Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 16.0 %,,,,,,,,,,,True
SGBTR_17,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/17.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/17Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 17.0 %,,,,,,,,,,,True
SGBTR_18,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/18.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/18Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 18.0 %,,,,,,,,,,,True
SGBTR_19,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/19.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/19Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 19.0 %,,,,,,,,,,,True
SGBTR_20,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/20.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/20Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 20.0 %,,,,,,,,,,,True
SGBTR_21,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/21.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/21Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 21.0 %,,,,,,,,,,,True
SGBTR_22,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/22.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/22Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 22.0 %,,,,,,,,,,,True
SGBTR_23,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/23.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/23Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 23.0 %,,,,,,,,,,,True
SGBTR_24,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/24.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/24Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 24.0 %,,,,,,,,,,,True
SGBTR_25,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/25.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/25Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 25.0 %,,,,,,,,,,,True
SGBTR_26,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/26.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/26Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 26.0 %,,,,,,,,,,,True
SGBTR_27,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/27.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/27Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 27.0 %,,,,,,,,,,,True
SGBTR_28,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/28.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/28Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 28.0 %,,,,,,,,,,,True
SGBTR_29,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/29.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/29Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 29.0 %,,,,,,,,,,,True
SGBTR_30,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/30.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/30Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 30.0 %,,,,,,,,,,,True
SGBTR_31,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/31.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/31Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 31.0 %,,,,,,,,,,,True
SGBTR_32,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/32.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/32Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 32.0 %,,,,,,,,,,,True
SGBTR_33,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/33.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/33Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 33.0 %,,,,,,,,,,,True
SGBTR_34,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/34.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/34Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 34.0 %,,,,,,,,,,,True
SGBTR_35,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/35.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/35Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 35.0 %,,,,,,,,,,,True
SGBTR_36,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/36.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/36Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 36.0 %,,,,,,,,,,,True
SGBTR_37,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/37.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/37Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 37.0 %,,,,,,,,,,,True
SGBTR_38,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/38.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/38Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 38.0 %,,,,,,,,,,,True
SGBTR_39,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/39.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/39Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 39.0 %,,,,,,,,,,,True
SGBTR_40,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/40.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/40Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 40.0 %,,,,,,,,,,,True
SGBTR_41,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/41.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/41Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 41.0 %,,,,,,,,,,,True
SGBTR_42,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/42.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/42Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 42.0 %,,,,,,,,,,,True
SGBTR_43,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/43.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/43Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 43.0 %,,,,,,,,,,,True
SGBTR_44,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/44.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/44Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 44.0 %,,,,,,,,,,,True
SGBTR_45,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/45.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/45Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 45.0 %,,,,,,,,,,,True
SGBTR_46,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/46.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/46Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 46.0 %,,,,,,,,,,,True
SGBTR_47,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/47.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/47Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 47.0 %,,,,,,,,,,,True
SGBTR_48,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/48.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/48Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 48.0 %,,,,,,,,,,,True
SGBTR_49,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/49.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/49Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 49.0 %,,,,,,,,,,,True
SGBTR_50,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/50.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/50Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 50.0 %,,,,,,,,,,,True
SGBTR_51,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/51.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/51Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 51.0 %,,,,,,,,,,,True
SGBTR_52,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/52.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/52Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 52.0 %,,,,,,,,,,,True
SGBTR_53,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/53.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/53Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 53.0 %,,,,,,,,,,,True
SGBTR_54,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/54.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/54Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 54.0 %,,,,,,,,,,,True
SGBTR_55,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/55.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/55Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 55.0 %,,,,,,,,,,,True
SGBTR_56,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/56.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/56Transient Report.txt,True,2,0.5,Malfunction # 11 Fraction = 56.0 %,,,,,,,,,,,True
SGBTR_57,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/57.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/57Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 57.0 %,2483.0,Reactor Scram,2491.5,HPI Pump #1 Position Change: 100%,2491.5,HPI Pump #2 Position Change: 100%,,,2483.0,Reactor Scram,True
SGBTR_58,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/58.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/58Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 58.0 %,2344.0,Reactor Scram,2352.5,HPI Pump #1 Position Change: 100%,2352.5,HPI Pump #2 Position Change: 100%,,,2344.0,Reactor Scram,True
SGBTR_59,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/59.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/59Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 59.0 %,2219.0,Reactor Scram,2227.0,HPI Pump #1 Position Change: 100%,2227.0,HPI Pump #2 Position Change: 100%,,,2219.0,Reactor Scram,True
SGBTR_60,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/60.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/60Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 60.0 %,2107.0,Reactor Scram,2115.0,HPI Pump #1 Position Change: 100%,2115.0,HPI Pump #2 Position Change: 100%,,,2107.0,Reactor Scram,True
SGBTR_61,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/61.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/61Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 61.0 %,2007.0,Reactor Scram,2012.5,HPI Pump #1 Position Change: 100%,2012.5,HPI Pump #2 Position Change: 100%,,,2007.0,Reactor Scram,True
SGBTR_62,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/62.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/62Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 62.0 %,1916.0,Reactor Scram,1921.5,HPI Pump #1 Position Change: 100%,1921.5,HPI Pump #2 Position Change: 100%,,,1916.0,Reactor Scram,True
SGBTR_63,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/63.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/63Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 63.0 %,1832.5,Reactor Scram,1838.0,HPI Pump #1 Position Change: 100%,1838.0,HPI Pump #2 Position Change: 100%,,,1832.5,Reactor Scram,True
SGBTR_64,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/64.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/64Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 64.0 %,1756.0,Reactor Scram,1761.5,HPI Pump #1 Position Change: 100%,1761.5,HPI Pump #2 Position Change: 100%,,,1756.0,Reactor Scram,True
SGBTR_65,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/65.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/65Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 65.0 %,1685.0,Reactor Scram,1690.5,HPI Pump #1 Position Change: 100%,1690.5,HPI Pump #2 Position Change: 100%,,,1685.0,Reactor Scram,True
SGBTR_66,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/66.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/66Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 66.0 %,1619.5,Reactor Scram,1625.0,HPI Pump #1 Position Change: 100%,1625.0,HPI Pump #2 Position Change: 100%,,,1619.5,Reactor Scram,True
SGBTR_67,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/67.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/67Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 67.0 %,1559.0,Reactor Scram,1564.5,HPI Pump #1 Position Change: 100%,1564.5,HPI Pump #2 Position Change: 100%,,,1559.0,Reactor Scram,True
SGBTR_68,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/68.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/68Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 68.0 %,1502.0,Reactor Scram,1507.5,HPI Pump #1 Position Change: 100%,1507.5,HPI Pump #2 Position Change: 100%,,,1502.0,Reactor Scram,True
SGBTR_69,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/69.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/69Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 69.0 %,1449.0,Reactor Scram,1454.5,HPI Pump #1 Position Change: 100%,1454.5,HPI Pump #2 Position Change: 100%,,,1449.0,Reactor Scram,True
SGBTR_70,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/70.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/70Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 70.0 %,1399.5,Reactor Scram,1405.0,HPI Pump #1 Position Change: 100%,1405.0,HPI Pump #2 Position Change: 100%,,,1399.5,Reactor Scram,True
SGBTR_71,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/71.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/71Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 71.0 %,1353.5,Reactor Scram,1359.5,HPI Pump #1 Position Change: 100%,1359.5,HPI Pump #2 Position Change: 100%,,,1353.5,Reactor Scram,True
SGBTR_72,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/72.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/72Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 72.0 %,1310.5,Reactor Scram,1316.5,HPI Pump #1 Position Change: 100%,1316.5,HPI Pump #2 Position Change: 100%,,,1310.5,Reactor Scram,True
SGBTR_73,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/73.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/73Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 73.0 %,1269.5,Reactor Scram,1275.5,HPI Pump #1 Position Change: 100%,1275.5,HPI Pump #2 Position Change: 100%,,,1269.5,Reactor Scram,True
SGBTR_74,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/74.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/74Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 74.0 %,1231.5,Reactor Scram,1237.5,HPI Pump #1 Position Change: 100%,1237.5,HPI Pump #2 Position Change: 100%,,,1231.5,Reactor Scram,True
SGBTR_75,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/75.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/75Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 75.0 %,1195.0,Reactor Scram,1201.0,HPI Pump #1 Position Change: 100%,1201.0,HPI Pump #2 Position Change: 100%,,,1195.0,Reactor Scram,True
SGBTR_76,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/76.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/76Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 76.0 %,1161.0,Reactor Scram,1167.0,HPI Pump #1 Position Change: 100%,1167.0,HPI Pump #2 Position Change: 100%,,,1161.0,Reactor Scram,True
SGBTR_77,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/77.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/77Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 77.0 %,1129.5,Reactor Scram,1135.5,HPI Pump #1 Position Change: 100%,1135.5,HPI Pump #2 Position Change: 100%,,,1129.5,Reactor Scram,True
SGBTR_78,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/78.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/78Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 78.0 %,1098.5,Reactor Scram,1104.5,HPI Pump #1 Position Change: 100%,1104.5,HPI Pump #2 Position Change: 100%,,,1098.5,Reactor Scram,True
SGBTR_79,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/79.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/79Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 79.0 %,1070.0,Reactor Scram,1076.0,HPI Pump #1 Position Change: 100%,1076.0,HPI Pump #2 Position Change: 100%,,,1070.0,Reactor Scram,True
SGBTR_80,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/80.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/80Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 80.0 %,1042.5,Reactor Scram,1048.5,HPI Pump #1 Position Change: 100%,1048.5,HPI Pump #2 Position Change: 100%,,,1042.5,Reactor Scram,True
SGBTR_81,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/81.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/81Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 81.0 %,1017.0,Reactor Scram,1023.0,HPI Pump #1 Position Change: 100%,1023.0,HPI Pump #2 Position Change: 100%,,,1017.0,Reactor Scram,True
SGBTR_82,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/82.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/82Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 82.0 %,992.0,Reactor Scram,998.0,HPI Pump #1 Position Change: 100%,998.0,HPI Pump #2 Position Change: 100%,,,992.0,Reactor Scram,True
SGBTR_83,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/83.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/83Transient Report.txt,True,8,0.5,Malfunction # 11 Fraction = 83.0 %,968.5,Reactor Scram,974.5,HPI Pump #1 Position Change: 100%,974.5,HPI Pump #2 Position Change: 100%,,,968.5,Reactor Scram,True
SGBTR_84,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/84.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/84Transient Report.txt,True,9,0.5,Malfunction # 11 Fraction = 84.0 %,946.5,Reactor Scram,952.5,HPI Pump #1 Position Change: 100%,952.5,HPI Pump #2 Position Change: 100%,,,946.5,Reactor Scram,True
SGBTR_85,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/85.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/85Transient Report.txt,True,9,0.5,Malfunction # 11 Fraction = 85.0 %,925.0,Reactor Scram,931.0,HPI Pump #1 Position Change: 100%,931.0,HPI Pump #2 Position Change: 100%,,,925.0,Reactor Scram,True
SGBTR_86,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/86.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/86Transient Report.txt,True,9,0.5,Malfunction # 11 Fraction = 86.0 %,905.0,Reactor Scram,911.0,HPI Pump #1 Position Change: 100%,911.0,HPI Pump #2 Position Change: 100%,,,905.0,Reactor Scram,True
SGBTR_87,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/87.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/87Transient Report.txt,True,9,0.5,Malfunction # 11 Fraction = 87.0 %,885.5,Reactor Scram,891.5,HPI Pump #1 Position Change: 100%,891.5,HPI Pump #2 Position Change: 100%,,,885.5,Reactor Scram,True
SGBTR_88,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/88.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/88Transient Report.txt,True,9,0.5,Malfunction # 11 Fraction = 88.0 %,866.5,Reactor Scram,872.5,HPI Pump #1 Position Change: 100%,872.5,HPI Pump #2 Position Change: 100%,,,866.5,Reactor Scram,True
SGBTR_89,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/89.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/89Transient Report.txt,True,9,0.5,Malfunction # 11 Fraction = 89.0 %,849.0,Reactor Scram,855.0,HPI Pump #1 Position Change: 100%,855.0,HPI Pump #2 Position Change: 100%,,,849.0,Reactor Scram,True
SGBTR_90,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/90.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/90Transient Report.txt,True,9,0.5,Malfunction # 11 Fraction = 90.0 %,832.0,Reactor Scram,838.0,HPI Pump #1 Position Change: 100%,838.0,HPI Pump #2 Position Change: 100%,,,832.0,Reactor Scram,True
SGBTR_91,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/91.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/91Transient Report.txt,True,9,0.5,Malfunction # 11 Fraction = 91.0 %,815.5,Reactor Scram,821.5,HPI Pump #1 Position Change: 100%,821.5,HPI Pump #2 Position Change: 100%,,,815.5,Reactor Scram,True
SGBTR_92,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/92.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/92Transient Report.txt,True,9,0.5,Malfunction # 11 Fraction = 92.0 %,800.0,Reactor Scram,806.0,HPI Pump #1 Position Change: 100%,806.0,HPI Pump #2 Position Change: 100%,,,800.0,Reactor Scram,True
SGBTR_93,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/93.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/93Transient Report.txt,True,9,0.5,Malfunction # 11 Fraction = 93.0 %,785.0,Reactor Scram,791.0,HPI Pump #1 Position Change: 100%,791.0,HPI Pump #2 Position Change: 100%,,,785.0,Reactor Scram,True
SGBTR_94,SGBTR,data/NuclearPowerPlantAccidentData/Operation_csv_data/SGBTR/94.csv,data/NuclearPowerPlantAccidentData/NPPAD/SGBTR/94Transient Report.txt,True,9,0.5,Malfunction # 11 Fraction = 94.0 %,770.5,Reactor Scram,776.5,HPI Pump #1 Position Change: 100%,776.5,HPI Pump #2 Position Change: 100%,,,770.5,Reactor Scram,True
